"num_samples","batchsize: 32 (Batchsize: partner: OBL5) - _step","batchsize: 32 (Batchsize: partner: OBL5) - _step__MIN","batchsize: 32 (Batchsize: partner: OBL5) - _step__MAX","batchsize: 32 (Batchsize: partner: OBL5) - score","batchsize: 32 (Batchsize: partner: OBL5) - score__MIN","batchsize: 32 (Batchsize: partner: OBL5) - score__MAX","batchsize: 64 (Batchsize: partner: OBL5) - _step","batchsize: 64 (Batchsize: partner: OBL5) - _step__MIN","batchsize: 64 (Batchsize: partner: OBL5) - _step__MAX","batchsize: 64 (Batchsize: partner: OBL5) - score","batchsize: 64 (Batchsize: partner: OBL5) - score__MIN","batchsize: 64 (Batchsize: partner: OBL5) - score__MAX","batchsize: 128 (Batchsize: partner: OBL5) - _step","batchsize: 128 (Batchsize: partner: OBL5) - _step__MIN","batchsize: 128 (Batchsize: partner: OBL5) - _step__MAX","batchsize: 128 (Batchsize: partner: OBL5) - score","batchsize: 128 (Batchsize: partner: OBL5) - score__MIN","batchsize: 128 (Batchsize: partner: OBL5) - score__MAX","batchsize: 256 (Batchsize: partner: OBL5) - _step","batchsize: 256 (Batchsize: partner: OBL5) - _step__MIN","batchsize: 256 (Batchsize: partner: OBL5) - _step__MAX","batchsize: 256 (Batchsize: partner: OBL5) - score","batchsize: 256 (Batchsize: partner: OBL5) - score__MIN","batchsize: 256 (Batchsize: partner: OBL5) - score__MAX","batchsize: 512 (Batchsize: partner: OBL5) - _step","batchsize: 512 (Batchsize: partner: OBL5) - _step__MIN","batchsize: 512 (Batchsize: partner: OBL5) - _step__MAX","batchsize: 512 (Batchsize: partner: OBL5) - score","batchsize: 512 (Batchsize: partner: OBL5) - score__MIN","batchsize: 512 (Batchsize: partner: OBL5) - score__MAX","batchsize: 1024 (Batchsize: partner: OBL5) - _step","batchsize: 1024 (Batchsize: partner: OBL5) - _step__MIN","batchsize: 1024 (Batchsize: partner: OBL5) - _step__MAX","batchsize: 1024 (Batchsize: partner: OBL5) - score","batchsize: 1024 (Batchsize: partner: OBL5) - score__MIN","batchsize: 1024 (Batchsize: partner: OBL5) - score__MAX"
"9511214","","","","","","","","","","","","","690","690","690","22.877","22.877","22.877","","","","","","","","","","","","","","","","","",""
"9511238","","","","","","","","","","","","","686","686","686","23.129","23.129","23.129","","","","","","","","","","","","","","","","","",""
"9511568","","","","","","","1202","1202","1202","23.056","23.056","23.056","","","","","","","","","","","","","","","","","","","","","","","",""
"9513191","","","","","","","1171","1171","1171","23.063","23.063","23.063","","","","","","","","","","","","","","","","","","","","","","","",""
"9513429","1023","1023","1023","23.175","23.175","23.175","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9513454","","","","","","","","","","","","","681","681","681","23.149","23.149","23.149","","","","","","","","","","","","","","","","","",""
"9515495","","","","","","","","","","","","","698","698","698","23.201","23.201","23.201","","","","","","","","","","","","","","","","","",""
"9515529","","","","","","","","","","","","","704","704","704","22.957","22.957","22.957","","","","","","","","","","","","","","","","","",""
"9515777","","","","","","","1171","1171","1171","22.547","22.547","22.547","","","","","","","","","","","","","","","","","","","","","","","",""
"9516451","1576","1576","1576","23.119","23.119","23.119","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9516814","","","","","","","","","","","","","710","710","710","22.931","22.931","22.931","","","","","","","","","","","","","","","","","",""
"9519501","","","","","","","1203","1203","1203","22.958","22.958","22.958","","","","","","","","","","","","","","","","","","","","","","","",""
"9521086","","","","","","","","","","","","","700","700","700","22.797","22.797","22.797","","","","","","","","","","","","","","","","","",""
"9521582","","","","","","","1172","1172","1172","22.812","22.812","22.812","","","","","","","","","","","","","","","","","","","","","","","",""
"9522902","1577","1577","1577","23.178","23.178","23.178","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9523177","1024","1024","1024","23.168","23.168","23.168","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9523469","","","","","","","","","","","","","","","","","","","","","","","","","224","224","224","23.267","23.267","23.267","","","","","",""
"9523854","","","","","","","1172","1172","1172","22.917","22.917","22.917","","","","","","","","","","","","","","","","","","","","","","","",""
"9524052","","","","","","","","","","","","","","","","","","","376","376","376","23.355","23.355","23.355","","","","","","","","","","","",""
"9524210","","","","","","","","","","","","","","","","","","","428","428","428","23.014","23.014","23.014","","","","","","","","","","","",""
"9524505","","","","","","","","","","","","","691","691","691","22.989","22.989","22.989","","","","","","","","","","","","","","","","","",""
"9525431","","","","","","","","","","","","","687","687","687","22.974","22.974","22.974","","","","","","","","","","","","","","","","","",""
"9527056","","","","","","","","","","","","","682","682","682","22.762","22.762","22.762","","","","","","","","","","","","","","","","","",""
"9527217","","","","","","","1204","1204","1204","22.972","22.972","22.972","","","","","","","","","","","","","","","","","","","","","","","",""
"9527462","","","","","","","","","","","","","","","","","","","444","444","444","23.257","23.257","23.257","","","","","","","","","","","",""
"9528537","","","","","","","","","","","","","699","699","699","23","23","23","","","","","","","","","","","","","","","","","",""
"9528551","1578","1578","1578","23.009","23.009","23.009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9529028","","","","","","","","","","","","","705","705","705","22.923","22.923","22.923","","","","","","","","","","","","","","","","","",""
"9529565","","","","","","","1173","1173","1173","23.143","23.143","23.143","","","","","","","","","","","","","","","","","","","","","","","",""
"9530111","","","","","","","","","","","","","711","711","711","23.066","23.066","23.066","","","","","","","","","","","","","","","","","",""
"9531874","","","","","","","1173","1173","1173","23.043","23.043","23.043","","","","","","","","","","","","","","","","","","","","","","","",""
"9532588","1025","1025","1025","23.074","23.074","23.074","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9534355","","","","","","","","","","","","","701","701","701","22.933","22.933","22.933","","","","","","","","","","","","","","","","","",""
"9534788","1579","1579","1579","23.147","23.147","23.147","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9535112","","","","","","","1205","1205","1205","22.889","22.889","22.889","","","","","","","","","","","","","","","","","","","","","","","",""
"9537205","","","","","","","1174","1174","1174","22.935","22.935","22.935","","","","","","","","","","","","","","","","","","","","","","","",""
"9538182","","","","","","","","","","","","","692","692","692","23.123","23.123","23.123","","","","","","","","","","","","","","","","","",""
"9539492","","","","","","","","","","","","","688","688","688","22.97","22.97","22.97","","","","","","","","","","","","","","","","","",""
"9540102","","","","","","","1174","1174","1174","22.932","22.932","22.932","","","","","","","","","","","","","","","","","","","","","","","",""
"9540813","1580","1580","1580","23.035","23.035","23.035","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9541206","","","","","","","","","","","","","683","683","683","22.904","22.904","22.904","","","","","","","","","","","","","","","","","",""
"9541764","1026","1026","1026","23.238","23.238","23.238","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9542797","","","","","","","","","","","","","700","700","700","23.14","23.14","23.14","","","","","","","","","","","","","","","","","",""
"9542937","","","","","","","1206","1206","1206","23.084","23.084","23.084","","","","","","","","","","","","","","","","","","","","","","","",""
"9543564","","","","","","","","","","","","","706","706","706","22.867","22.867","22.867","","","","","","","","","","","","","","","","","",""
"9543838","","","","","","","","","","","","","712","712","712","22.895","22.895","22.895","","","","","","","","","","","","","","","","","",""
"9544997","","","","","","","1175","1175","1175","22.9","22.9","22.9","","","","","","","","","","","","","","","","","","","","","","","",""
"9546886","","","","","","","","","","","","","","","","","","","377","377","377","22.984","22.984","22.984","","","","","","","","","","","",""
"9547254","1581","1581","1581","23.084","23.084","23.084","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9547592","","","","","","","","","","","","","702","702","702","22.876","22.876","22.876","","","","","","","","","","","","","","","","","",""
"9547934","","","","","","","1175","1175","1175","22.968","22.968","22.968","","","","","","","","","","","","","","","","","","","","","","","",""
"9548272","","","","","","","","","","","","","","","","","","","429","429","429","23.228","23.228","23.228","","","","","","","","","","","",""
"9550670","","","","","","","1207","1207","1207","23.131","23.131","23.131","","","","","","","","","","","","","","","","","","","","","","","",""
"9551128","1027","1027","1027","23.122","23.122","23.122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9551674","","","","","","","","","","","","","693","693","693","22.992","22.992","22.992","","","","","","","","","","","","","","","","","",""
"9551797","","","","","","","","","","","","","","","","","","","445","445","445","22.743","22.743","22.743","","","","","","","","","","","",""
"9553066","","","","","","","1176","1176","1176","22.838","22.838","22.838","","","","","","","","","","","","","","","","","","","","","","","",""
"9553110","1582","1582","1582","23.059","23.059","23.059","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9553713","","","","","","","","","","","","","689","689","689","22.999","22.999","22.999","","","","","","","","","","","","","","","","","",""
"9555789","","","","","","","","","","","","","684","684","684","22.856","22.856","22.856","","","","","","","","","","","","","","","","","",""
"9555911","","","","","","","1176","1176","1176","23.039","23.039","23.039","","","","","","","","","","","","","","","","","","","","","","","",""
"9557006","","","","","","","","","","","","","701","701","701","23.07","23.07","23.07","","","","","","","","","","","","","","","","","",""
"9557470","","","","","","","","","","","","","713","713","713","22.93","22.93","22.93","","","","","","","","","","","","","","","","","",""
"9557594","","","","","","","","","","","","","707","707","707","23.064","23.064","23.064","","","","","","","","","","","","","","","","","",""
"9558533","","","","","","","1208","1208","1208","23.055","23.055","23.055","","","","","","","","","","","","","","","","","","","","","","","",""
"9558971","1583","1583","1583","22.93","22.93","22.93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9559778","1028","1028","1028","23.302","23.302","23.302","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9561101","","","","","","","1177","1177","1177","23.114","23.114","23.114","","","","","","","","","","","","","","","","","","","","","","","",""
"9561122","","","","","","","","","","","","","703","703","703","23.16","23.16","23.16","","","","","","","","","","","","","","","","","",""
"9563507","","","","","","","1177","1177","1177","23.088","23.088","23.088","","","","","","","","","","","","","","","","","","","","","","","",""
"9565198","1584","1584","1584","23.037","23.037","23.037","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9565518","","","","","","","","","","","","","694","694","694","23.043","23.043","23.043","","","","","","","","","","","","","","","","","",""
"9566461","","","","","","","1209","1209","1209","22.834","22.834","22.834","","","","","","","","","","","","","","","","","","","","","","","",""
"9567433","","","","","","","","","","","","","","","","","","","","","","","","","225","225","225","23.058","23.058","23.058","","","","","",""
"9567884","","","","","","","","","","","","","690","690","690","23.115","23.115","23.115","","","","","","","","","","","","","","","","","",""
"9569211","1029","1029","1029","23.242","23.242","23.242","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9569487","","","","","","","1178","1178","1178","23.033","23.033","23.033","","","","","","","","","","","","","","","","","","","","","","","",""
"9569744","","","","","","","","","","","","","685","685","685","22.797","22.797","22.797","","","","","","","","","","","","","","","","","",""
"9570502","","","","","","","","","","","","","714","714","714","22.709","22.709","22.709","","","","","","","","","","","","","","","","","",""
"9571080","","","","","","","","","","","","","702","702","702","23.116","23.116","23.116","","","","","","","","","","","","","","","","","",""
"9571221","","","","","","","","","","","","","708","708","708","22.979","22.979","22.979","","","","","","","","","","","","","","","","","",""
"9571346","1585","1585","1585","22.957","22.957","22.957","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9571656","","","","","","","1178","1178","1178","22.85","22.85","22.85","","","","","","","","","","","","","","","","","","","","","","","",""
"9572067","","","","","","","","","","","","","","","","","","","430","430","430","22.914","22.914","22.914","","","","","","","","","","","",""
"9572184","","","","","","","","","","","","","","","","","","","378","378","378","23.415","23.415","23.415","","","","","","","","","","","",""
"9574400","","","","","","","1210","1210","1210","22.982","22.982","22.982","","","","","","","","","","","","","","","","","","","","","","","",""
"9574735","","","","","","","","","","","","","704","704","704","23.245","23.245","23.245","","","","","","","","","","","","","","","","","",""
"9575804","","","","","","","","","","","","","","","","","","","446","446","446","23.177","23.177","23.177","","","","","","","","","","","",""
"9577137","","","","","","","1179","1179","1179","23.265","23.265","23.265","","","","","","","","","","","","","","","","","","","","","","","",""
"9577355","1586","1586","1586","23.254","23.254","23.254","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9578641","1030","1030","1030","23.296","23.296","23.296","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9579125","","","","","","","","","","","","","695","695","695","23.06","23.06","23.06","","","","","","","","","","","","","","","","","",""
"9580002","","","","","","","1179","1179","1179","22.995","22.995","22.995","","","","","","","","","","","","","","","","","","","","","","","",""
"9582307","","","","","","","","","","","","","691","691","691","22.894","22.894","22.894","","","","","","","","","","","","","","","","","",""
"9582576","","","","","","","1211","1211","1211","22.887","22.887","22.887","","","","","","","","","","","","","","","","","","","","","","","",""
"9583350","1587","1587","1587","22.998","22.998","22.998","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9583487","","","","","","","","","","","","","686","686","686","23.034","23.034","23.034","","","","","","","","","","","","","","","","","",""
"9584264","","","","","","","","","","","","","715","715","715","22.863","22.863","22.863","","","","","","","","","","","","","","","","","",""
"9584786","","","","","","","","","","","","","703","703","703","23.139","23.139","23.139","","","","","","","","","","","","","","","","","",""
"9585056","","","","","","","1180","1180","1180","23.025","23.025","23.025","","","","","","","","","","","","","","","","","","","","","","","",""
"9585251","","","","","","","","","","","","","709","709","709","22.868","22.868","22.868","","","","","","","","","","","","","","","","","",""
"9587973","1031","1031","1031","23.261","23.261","23.261","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9588505","","","","","","","1180","1180","1180","23.015","23.015","23.015","","","","","","","","","","","","","","","","","","","","","","","",""
"9588545","","","","","","","","","","","","","705","705","705","22.981","22.981","22.981","","","","","","","","","","","","","","","","","",""
"9589224","1588","1588","1588","23.005","23.005","23.005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9589676","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120","120","120","23.08","23.08","23.08"
"9590303","","","","","","","1212","1212","1212","22.987","22.987","22.987","","","","","","","","","","","","","","","","","","","","","","","",""
"9592720","","","","","","","1181","1181","1181","22.732","22.732","22.732","","","","","","","","","","","","","","","","","","","","","","","",""
"9592767","","","","","","","","","","","","","696","696","696","22.819","22.819","22.819","","","","","","","","","","","","","","","","","",""
"9595004","1589","1589","1589","23.005","23.005","23.005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9595177","","","","","","","","","","","","","","","","","","","431","431","431","22.822","22.822","22.822","","","","","","","","","","","",""
"9596157","","","","","","","","","","","","","","","","","","","379","379","379","23.226","23.226","23.226","","","","","","","","","","","",""
"9596305","","","","","","","","","","","","","692","692","692","22.981","22.981","22.981","","","","","","","","","","","","","","","","","",""
"9597037","","","","","","","1181","1181","1181","23.164","23.164","23.164","","","","","","","","","","","","","","","","","","","","","","","",""
"9597484","1032","1032","1032","23.14","23.14","23.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9597649","","","","","","","1213","1213","1213","22.908","22.908","22.908","","","","","","","","","","","","","","","","","","","","","","","",""
"9597698","","","","","","","","","","","","","716","716","716","22.984","22.984","22.984","","","","","","","","","","","","","","","","","",""
"9597773","","","","","","","","","","","","","687","687","687","22.959","22.959","22.959","","","","","","","","","","","","","","","","","",""
"9598548","","","","","","","","","","","","","704","704","704","23.065","23.065","23.065","","","","","","","","","","","","","","","","","",""
"9599088","","","","","","","","","","","","","710","710","710","23.012","23.012","23.012","","","","","","","","","","","","","","","","","",""
"9600452","","","","","","","1182","1182","1182","22.71","22.71","22.71","","","","","","","","","","","","","","","","","","","","","","","",""
"9601246","1590","1590","1590","23.168","23.168","23.168","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9601605","","","","","","","","","","","","","706","706","706","22.901","22.901","22.901","","","","","","","","","","","","","","","","","",""
"9605220","","","","","","","1182","1182","1182","23.178","23.178","23.178","","","","","","","","","","","","","","","","","","","","","","","",""
"9605652","","","","","","","1214","1214","1214","22.964","22.964","22.964","","","","","","","","","","","","","","","","","","","","","","","",""
"9606745","","","","","","","","","","","","","697","697","697","22.812","22.812","22.812","","","","","","","","","","","","","","","","","",""
"9607076","1033","1033","1033","23.288","23.288","23.288","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9607847","1591","1591","1591","23.124","23.124","23.124","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9608259","","","","","","","1183","1183","1183","22.808","22.808","22.808","","","","","","","","","","","","","","","","","","","","","","","",""
"9611026","","","","","","","","","","","","","","","","","","","","","","","","","226","226","226","23.053","23.053","23.053","","","","","",""
"9611237","","","","","","","","","","","","","717","717","717","22.699","22.699","22.699","","","","","","","","","","","","","","","","","",""
"9611314","","","","","","","","","","","","","693","693","693","23.213","23.213","23.213","","","","","","","","","","","","","","","","","",""
"9611976","","","","","","","","","","","","","688","688","688","23.024","23.024","23.024","","","","","","","","","","","","","","","","","",""
"9612010","","","","","","","","","","","","","705","705","705","23.034","23.034","23.034","","","","","","","","","","","","","","","","","",""
"9612816","","","","","","","","","","","","","711","711","711","22.891","22.891","22.891","","","","","","","","","","","","","","","","","",""
"9613223","","","","","","","1215","1215","1215","23.114","23.114","23.114","","","","","","","","","","","","","","","","","","","","","","","",""
"9613394","","","","","","","1183","1183","1183","22.93","22.93","22.93","","","","","","","","","","","","","","","","","","","","","","","",""
"9613769","1592","1592","1592","23.2","23.2","23.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9615455","","","","","","","","","","","","","707","707","707","23.204","23.204","23.204","","","","","","","","","","","","","","","","","",""
"9615862","","","","","","","","","","","","","","","","","","","432","432","432","23.037","23.037","23.037","","","","","","","","","","","",""
"9616286","","","","","","","1184","1184","1184","22.947","22.947","22.947","","","","","","","","","","","","","","","","","","","","","","","",""
"9617090","1034","1034","1034","23.23","23.23","23.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9619803","1593","1593","1593","23.154","23.154","23.154","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9620638","","","","","","","","","","","","","","","","","","","380","380","380","23.137","23.137","23.137","","","","","","","","","","","",""
"9621035","","","","","","","","","","","","","698","698","698","23.163","23.163","23.163","","","","","","","","","","","","","","","","","",""
"9621163","","","","","","","1216","1216","1216","22.955","22.955","22.955","","","","","","","","","","","","","","","","","","","","","","","",""
"9621383","","","","","","","1184","1184","1184","23.241","23.241","23.241","","","","","","","","","","","","","","","","","","","","","","","",""
"9624755","","","","","","","1185","1185","1185","22.859","22.859","22.859","","","","","","","","","","","","","","","","","","","","","","","",""
"9624785","","","","","","","","","","","","","718","718","718","23.022","23.022","23.022","","","","","","","","","","","","","","","","","",""
"9625504","","","","","","","","","","","","","694","694","694","23.257","23.257","23.257","","","","","","","","","","","","","","","","","",""
"9625800","","","","","","","","","","","","","689","689","689","23.033","23.033","23.033","","","","","","","","","","","","","","","","","",""
"9625813","1594","1594","1594","23.033","23.033","23.033","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9626157","","","","","","","","","","","","","706","706","706","23.02","23.02","23.02","","","","","","","","","","","","","","","","","",""
"9626423","","","","","","","","","","","","","712","712","712","23.103","23.103","23.103","","","","","","","","","","","","","","","","","",""
"9626464","1035","1035","1035","23.105","23.105","23.105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9629387","","","","","","","1217","1217","1217","22.747","22.747","22.747","","","","","","","","","","","","","","","","","","","","","","","",""
"9629517","","","","","","","","","","","","","708","708","708","23.045","23.045","23.045","","","","","","","","","","","","","","","","","",""
"9629701","","","","","","","1185","1185","1185","23.214","23.214","23.214","","","","","","","","","","","","","","","","","","","","","","","",""
"9631957","1595","1595","1595","22.963","22.963","22.963","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9633201","","","","","","","1186","1186","1186","23.162","23.162","23.162","","","","","","","","","","","","","","","","","","","","","","","",""
"9635160","","","","","","","","","","","","","699","699","699","22.819","22.819","22.819","","","","","","","","","","","","","","","","","",""
"9635965","1036","1036","1036","23.114","23.114","23.114","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9637314","","","","","","","1218","1218","1218","22.948","22.948","22.948","","","","","","","","","","","","","","","","","","","","","","","",""
"9637454","","","","","","","1186","1186","1186","22.944","22.944","22.944","","","","","","","","","","","","","","","","","","","","","","","",""
"9637803","","","","","","","","","","","","","","","","","","","433","433","433","23.249","23.249","23.249","","","","","","","","","","","",""
"9638088","1596","1596","1596","23.119","23.119","23.119","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9638192","","","","","","","","","","","","","719","719","719","22.942","22.942","22.942","","","","","","","","","","","","","","","","","",""
"9639202","","","","","","","","","","","","","695","695","695","23.283","23.283","23.283","","","","","","","","","","","","","","","","","",""
"9639450","","","","","","","","","","","","","690","690","690","23.156","23.156","23.156","","","","","","","","","","","","","","","","","",""
"9640092","","","","","","","","","","","","","707","707","707","22.992","22.992","22.992","","","","","","","","","","","","","","","","","",""
"9640522","","","","","","","","","","","","","713","713","713","22.941","22.941","22.941","","","","","","","","","","","","","","","","","",""
"9641268","","","","","","","1187","1187","1187","22.723","22.723","22.723","","","","","","","","","","","","","","","","","","","","","","","",""
"9643159","","","","","","","","","","","","","709","709","709","23.081","23.081","23.081","","","","","","","","","","","","","","","","","",""
"9643693","","","","","","","","","","","","","","","","","","","381","381","381","23.255","23.255","23.255","","","","","","","","","","","",""
"9644243","1597","1597","1597","23.238","23.238","23.238","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9644602","","","","","","","1219","1219","1219","23.023","23.023","23.023","","","","","","","","","","","","","","","","","","","","","","","",""
"9645598","","","","","","","1187","1187","1187","22.904","22.904","22.904","","","","","","","","","","","","","","","","","","","","","","","",""
"9645639","1037","1037","1037","23.341","23.341","23.341","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9648540","","","","","","","1188","1188","1188","22.917","22.917","22.917","","","","","","","","","","","","","","","","","","","","","","","",""
"9649871","","","","","","","","","","","","","700","700","700","23.039","23.039","23.039","","","","","","","","","","","","","","","","","",""
"9650157","1598","1598","1598","22.913","22.913","22.913","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9651585","","","","","","","","","","","","","720","720","720","22.88","22.88","22.88","","","","","","","","","","","","","","","","","",""
"9652248","","","","","","","1220","1220","1220","22.879","22.879","22.879","","","","","","","","","","","","","","","","","","","","","","","",""
"9653468","","","","","","","1188","1188","1188","22.976","22.976","22.976","","","","","","","","","","","","","","","","","","","","","","","",""
"9653487","","","","","","","","","","","","","691","691","691","22.963","22.963","22.963","","","","","","","","","","","","","","","","","",""
"9653492","","","","","","","","","","","","","696","696","696","23.001","23.001","23.001","","","","","","","","","","","","","","","","","",""
"9653967","","","","","","","","","","","","","708","708","708","22.829","22.829","22.829","","","","","","","","","","","","","","","","","",""
"9654058","","","","","","","","","","","","","714","714","714","23.021","23.021","23.021","","","","","","","","","","","","","","","","","",""
"9655233","","","","","","","","","","","","","","","","","","","","","","","","","227","227","227","23.169","23.169","23.169","","","","","",""
"9655293","1038","1038","1038","23.204","23.204","23.204","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9656444","1599","1599","1599","23.279","23.279","23.279","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9656459","","","","","","","1189","1189","1189","23.054","23.054","23.054","","","","","","","","","","","","","","","","","","","","","","","",""
"9657969","","","","","","","","","","","","","710","710","710","23.258","23.258","23.258","","","","","","","","","","","","","","","","","",""
"9659607","","","","","","","1221","1221","1221","22.979","22.979","22.979","","","","","","","","","","","","","","","","","","","","","","","",""
"9661410","","","","","","","1189","1189","1189","23.086","23.086","23.086","","","","","","","","","","","","","","","","","","","","","","","",""
"9662417","1600","1600","1600","23.181","23.181","23.181","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9663290","","","","","","","","","","","","","","","","","","","434","434","434","23.083","23.083","23.083","","","","","","","","","","","",""
"9663849","","","","","","","","","","","","","701","701","701","22.931","22.931","22.931","","","","","","","","","","","","","","","","","",""
"9664679","","","","","","","1190","1190","1190","23.026","23.026","23.026","","","","","","","","","","","","","","","","","","","","","","","",""
"9665096","1039","1039","1039","23.246","23.246","23.246","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9665351","","","","","","","","","","","","","721","721","721","22.92","22.92","22.92","","","","","","","","","","","","","","","","","",""
"9667288","","","","","","","","","","","","","692","692","692","22.442","22.442","22.442","","","","","","","","","","","","","","","","","",""
"9667406","","","","","","","","","","","","","697","697","697","23.143","23.143","23.143","","","","","","","","","","","","","","","","","",""
"9667632","","","","","","","","","","","","","709","709","709","23.173","23.173","23.173","","","","","","","","","","","","","","","","","",""
"9668036","","","","","","","1222","1222","1222","22.941","22.941","22.941","","","","","","","","","","","","","","","","","","","","","","","",""
"9668054","1601","1601","1601","23.22","23.22","23.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9668486","","","","","","","","","","","","","715","715","715","23.142","23.142","23.142","","","","","","","","","","","","","","","","","",""
"9668919","","","","","","","1190","1190","1190","23.041","23.041","23.041","","","","","","","","","","","","","","","","","","","","","","","",""
"9668965","","","","","","","","","","","","","","","","","","","382","382","382","23.241","23.241","23.241","","","","","","","","","","","",""
"9671855","","","","","","","","","","","","","711","711","711","23.102","23.102","23.102","","","","","","","","","","","","","","","","","",""
"9671878","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121","121","121","23.132","23.132","23.132"
"9673018","","","","","","","1191","1191","1191","22.964","22.964","22.964","","","","","","","","","","","","","","","","","","","","","","","",""
"9674259","1602","1602","1602","23.172","23.172","23.172","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9674314","1040","1040","1040","23.153","23.153","23.153","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9675825","","","","","","","1223","1223","1223","22.997","22.997","22.997","","","","","","","","","","","","","","","","","","","","","","","",""
"9676870","","","","","","","1191","1191","1191","22.977","22.977","22.977","","","","","","","","","","","","","","","","","","","","","","","",""
"9677295","","","","","","","","","","","","","702","702","702","22.853","22.853","22.853","","","","","","","","","","","","","","","","","",""
"9678372","","","","","","","","","","","","","722","722","722","23.209","23.209","23.209","","","","","","","","","","","","","","","","","",""
"9680775","1603","1603","1603","23.022","23.022","23.022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9681194","","","","","","","1192","1192","1192","22.808","22.808","22.808","","","","","","","","","","","","","","","","","","","","","","","",""
"9681663","","","","","","","","","","","","","698","698","698","23.07","23.07","23.07","","","","","","","","","","","","","","","","","",""
"9681719","","","","","","","","","","","","","693","693","693","22.967","22.967","22.967","","","","","","","","","","","","","","","","","",""
"9681872","","","","","","","","","","","","","710","710","710","23.128","23.128","23.128","","","","","","","","","","","","","","","","","",""
"9682269","","","","","","","","","","","","","716","716","716","23.168","23.168","23.168","","","","","","","","","","","","","","","","","",""
"9683129","","","","","","","1224","1224","1224","22.974","22.974","22.974","","","","","","","","","","","","","","","","","","","","","","","",""
"9683494","1041","1041","1041","23.47","23.47","23.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9683999","","","","","","","","","","","","","","","","","","","435","435","435","23.056","23.056","23.056","","","","","","","","","","","",""
"9684999","","","","","","","1192","1192","1192","23.037","23.037","23.037","","","","","","","","","","","","","","","","","","","","","","","",""
"9686838","","","","","","","","","","","","","712","712","712","23.024","23.024","23.024","","","","","","","","","","","","","","","","","",""
"9686851","1604","1604","1604","23.012","23.012","23.012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9689271","","","","","","","1193","1193","1193","22.873","22.873","22.873","","","","","","","","","","","","","","","","","","","","","","","",""
"9691065","","","","","","","","","","","","","703","703","703","23.025","23.025","23.025","","","","","","","","","","","","","","","","","",""
"9691093","","","","","","","1225","1225","1225","22.931","22.931","22.931","","","","","","","","","","","","","","","","","","","","","","","",""
